date,cases,week_mean_cases,tests,week_mean_tests,R_eff,sigma_cases,sigma_tests
2020-08-23,193,273.2857142857143,7832,10512.57142857143,1.17246567156415,63.634479166372614,3058.5852405106166
2020-08-24,243,277.57142857142856,6219,11015.0,1.12433847220273,58.91848398509623,2859.3634156674
2020-08-25,301,274.57142857142856,8883,11357.857142857143,1.11160387462622,61.09677836458001,2364.863537504946
2020-08-26,319,272.42857142857144,9110,11862.57142857143,1.09518965274692,60.39124142469938,2150.071417893093
2020-08-27,226,288.14285714285717,14044,13052.714285714286,1.02500753311219,81.19364607692714,2563.1115417613423
2020-08-28,394,308.14285714285717,14701,12716.285714285714,1.07703046437575,80.66408046677914,2565.4730955676837
2020-08-29,237,306.14285714285717,12799,12649.285714285714,1.08018295216406,78.6591717864004,2518.458752847844
2020-08-30,223,303.2857142857143,11349,12437.714285714286,1.04723637462992,81.43308258180768,2558.878421400713
2020-08-31,222,323.85714285714283,8619,11961.857142857143,1.02008695822785,76.59807638656763,2990.425360502197
2020-09-01,286,348.7142857142857,12416,12216.0,0.990032016532949,67.16230721322847,2762.4353127526547
2020-09-02,429,386.7142857142857,17441,11907.142857142857,1.01485125301152,91.69781783618609,2842.5098782877194
2020-09-03,366,424.14285714285717,11689,11070.142857142857,1.03190755100518,141.34802901392877,1737.6994996317426
2020-09-04,380,457.2857142857143,14232,11539.0,1.06878871245921,150.71800943267178,2217.8532091062425
2020-09-05,217,535.8571428571429,11318,11475.714285714286,1.06081635938876,218.201367398772,2145.238096295122
2020-09-06,367,564.1428571428571,8018,11955.142857142857,1.07610276315945,185.40259558317837,2414.525119152917
2020-09-07,396,570.8571428571429,10398,12320.142857142857,1.07961647231149,178.87779433491025,1937.8253959802782
2020-09-08,552,631.4285714285714,10254,12169.285714285714,1.11643625733392,181.1848757034468,2114.6282155017034
2020-09-09,691,655.8571428571429,11582,12575.857142857143,1.20433404700727,180.3547524594067,1976.3738388828183
2020-09-10,598,679.1428571428571,14971,13111.42857142857,1.20375145094755,193.43690634078564,2136.0035351189886
2020-09-11,930,708.8571428571429,13789,13154.42857142857,1.2991842681153,194.66192567146368,2175.667310251721
2020-09-12,415,700.8571428571429,14674,13878.0,1.25470646463403,186.3839574422561,2965.329227686435
2020-09-13,414,736.8571428571429,10573,14372.285714285714,1.20409026099433,148.09883627538215,3323.5508856937813
2020-09-14,820,745.0,9342,14659.57142857143,1.2281136701862,130.6642371008336,3059.1220896171626
2020-09-15,723,711.0,13100,15241.0,1.20678330013823,137.51051907815219,2281.0101145889603
2020-09-16,854,710.4285714285714,15331,15448.42857142857,1.21793112215942,137.4677698775318,2138.4474913986987
2020-09-17,806,703.2857142857143,15272,15632.142857142857,1.2142667451572,130.96751427708463,2175.388860382794
2020-09-18,874,682.0,18854,16095.857142857143,1.24112493109481,124.49211105241052,2385.056718617066
2020-09-19,667,666.1428571428571,18134,16318.0,1.20711391300562,104.48845263804932,2685.141283859327
2020-09-20,471,655.2857142857143,12584,16219.285714285714,1.14477142317873,107.7334200511539,2628.672762021914
2020-09-21,582,665.8571428571429,13412,15830.857142857143,1.09171941265127,91.54612977920488,3261.790718896225
2020-09-22,719,688.2857142857143,14552,15985.285714285714,1.05608662201907,87.3919157518332,3167.8520309187297
2020-09-23,804,694.0,16617,16275.857142857143,1.05515025196848,90.46704214400798,3115.9161197481103
2020-09-24,657,701.0,18518,18389.0,1.00597351260073,100.09138681367999,6159.7838320141445
2020-09-25,763,720.1428571428571,20409,18398.714285714286,1.03574245042172,102.62752147092567,6160.033226122954
2020-09-26,591,756.0,17443,18603.0,1.04785946657703,146.01467636606162,6246.419019840774
2020-09-27,545,774.1428571428571,9865,18319.14285714286,1.0064308166351,131.56033767431424,6337.171956650953
2020-09-28,739,801.5714285714286,14493,18696.285714285714,0.999981635980587,96.18710508001304,5885.263769165581
2020-09-29,759,828.4285714285714,16586,18325.14285714286,0.986017884859018,101.08816115911206,6211.509534233813
2020-09-30,853,874.0,31409,18561.0,0.992572995843451,127.87270455976353,6172.215462399682
2020-10-01,791,934.1428571428571,18586,16729.571428571428,0.986088912867052,188.48980917616026,3340.754228662523
2020-10-02,1014,979.5714285714286,21839,17183.285714285714,1.02796828726933,186.8298363621347,3752.3799196276077
2020-10-03,718,1014.7142857142857,15456,16717.0,1.0540035128028,211.5073212415483,3323.116480482913
2020-10-04,737,1057.0,12505,17359.85714285714,1.0604474418609,174.27072535077633,3449.841918886447
2020-10-05,927,1070.2857142857142,11895,17555.714285714286,1.06633643641966,151.41495895689556,3198.414058528995
2020-10-06,1078,1101.0,18237,17809.0,1.07644245090121,140.65865470299772,2783.382525941105
2020-10-07,1274,1135.857142857143,18589,18304.85714285714,1.11831493488195,159.59809215779543,3105.9487820527074
2020-10-08,1109,1158.857142857143,21762,18082.571428571428,1.12358476963044,187.08319659707442,3133.2190592854163
2020-10-09,1260,1217.857142857143,18575,17804.14285714286,1.15266951343189,223.6134602206154,2869.3693397963366
2020-10-10,1014,1294.2857142857142,19956,17453.285714285714,1.15239608862514,302.4777272960839,2903.6121206074986
2020-10-11,830,1361.5714285714287,13876,18189.428571428572,1.11298134544705,284.4969782128536,3920.090773626216
2020-10-12,1142,1414.2857142857142,13668,18395.0,1.10503869650539,203.8835201675662,3721.1871761576303
2020-10-13,1322,1486.2857142857142,21708,18521.0,1.10892323654696,182.92989624108878,3570.8942857497195
2020-10-14,1435,1580.0,17033,18201.14285714286,1.12806289926766,235.29920162574774,3365.4669991620744
2020-10-15,1522,1754.2857142857142,19813,18778.85714285714,1.13090166112033,432.5227373992574,3461.0959630305138
2020-10-16,1795,1998.2857142857142,16119,19559.571428571428,1.17310433264265,656.4575308395192,4153.434030401585
2020-10-17,1485,2220.1428571428573,25109,21260.285714285714,1.17842300547348,797.5332377438087,4785.6797610694975
2020-10-18,1199,2432.1428571428573,15315,21128.85714285714,1.14268632948628,770.7286772123839,4689.851762158417
2020-10-19,1646,2614.4285714285716,14550,21475.85714285714,1.12578726482691,586.3638210294398,4322.308028574265
2020-10-20,1978,2776.5714285714284,19469,22713.85714285714,1.13004412911403,433.0321192781554,3275.635573161835
2020-10-21,2655,3118.8571428571427,21077,21948.571428571428,1.18436972712807,586.3400838059351,4382.949621859131
2020-10-22,3230,3377.8571428571427,25278,22848.85714285714,1.25018641999057,711.3386632804034,4743.8388441843
2020-10-23,3348,3637.4285714285716,28024,22738.571428571428,1.30922611622963,912.9664142066716,4694.804053636404
2020-10-24,2969,3975.714285714286,24189,22509.571428571428,1.32569602033969,1150.7875209470021,4464.874557736928
2020-10-25,2475,4235.857142857143,17744,23160.0,1.28153028682491,1098.443759997548,4965.696872400835
2020-10-26,2781,4522.142857142857,23216,23956.0,1.24343631933904,830.7341724680178,4453.938642209997
2020-10-27,4374,4866.571428571428,14112,23989.428571428572,1.27505503201464,450.0075736324119,4449.134742754334
2020-10-28,4468,5150.428571428572,27379,25670.714285714286,1.29870987971339,637.4294038542301,1881.9061548095867
2020-10-29,5047,5528.0,24506,25964.14285714286,1.31678305882356,863.9133554438696,2249.5982770626547
2020-10-30,5716,5800.285714285715,26421,26482.285714285714,1.34924441753133,963.9732827189343,2271.667211183748
2020-10-31,4790,6139.428571428572,28742,27431.714285714286,1.34086724472203,1249.872777199213,3233.0460521789983
2020-11-01,4479,6215.714285714285,23316,27584.285714285714,1.30127731958066,1179.497679315311,3315.430491948033
2020-11-02,5192,6396.285714285715,23450,28091.571428571428,1.27151483144506,979.6167930494503,2864.5473268485375
2020-11-03,6361,6547.285714285715,25881,28509.571428571428,1.2598515201459,856.0144715541929,2318.107347270481
2020-11-04,7111,6700.571428571428,29433,28603.714285714286,1.25314981576198,903.6758042482235,2220.7828551652497
2020-11-05,6953,6995.714285714285,28133,28909.14285714286,1.23962466962286,1257.5992677985093,2449.116425429
2020-11-06,8090,7182.285714285715,33067,30351.0,1.25327247284893,1332.0926302289208,4029.107735325173
2020-11-07,5324,7029.0,29810,30245.428571428572,1.22069395802549,1279.5196643383686,3965.742944523865
2020-11-08,5743,6997.0,26867,30710.714285714286,1.19210498732308,1323.7955172263469,4076.8694472347183
2020-11-09,6249,6835.285714285715,26376,30741.14285714286,1.15329517894138,1521.4871216098052,4048.765541268507
2020-11-10,7434,6810.428571428572,26540,30720.571428571428,1.14084268446008,1532.2457707694339,4071.195888087882
2020-11-11,9177,6823.142857142857,31571,31079.14285714286,1.15070263416199,1537.7267478392928,3787.8766923877943
2020-11-12,8259,6431.285714285715,38226,31301.571428571428,1.13807006955422,1200.4849870288394,3855.3421140446835
2020-11-13,7017,6195.285714285715,32328,30314.428571428572,1.12075695629987,955.3319115493263,2653.2185229664456
2020-11-14,5100,6116.428571428572,33067,30437.571428571428,1.0875893642496,905.7448169707557,2761.605943605116
